activity_type,sum,count,score,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,disability,final_result,study_status,withdrawal_status,assessment_engagement_score,submission_timeliness,score_per_weight,module_engagement_rate,repeat_student,performance_by_registration,weighted_engagement,cumulative_score,engagement_consistency,learning_pace,engagement_dropoff,activity_diversity,improvement_rate,id_student,study_method_preference,kmeans_cluster
forumng,3447,821,80.22222222222223,F,Scotland,A Level or Equivalent,30-40%,35-55,0.0,N,Withdrawn,unfinished,late withdrawal,8725.851851851852,-1.8148148148148149,11.185185185185183,0.4759915827718081,0.0,-1.8166451335055984,99798.14814814816,1115.7037037037037,150.8572937478433,0.8148148148148148,20.307692307692307,10.0,0.0769230769230769,598478,Offline Content,5
forumng,726,210,54.0,M,London Region,Lower Than A Level,10-20,0-35,0.0,N,Fail,finished,didn't withdraw,897.2222222222222,3.0,4.0,0.1504975124378109,0.0,-0.84375,11215.277777777776,520.0,45.25223426398252,1.1111111111111112,7.352941176470588,9.0,-1.6470588235294117,598480,Offline Content,4
externalquiz,161,70,10.0,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0.0,Y,Withdrawn,unfinished,normal withdrawal,465.8333333333333,12.0,1.6666666666666667,0.1024173027989821,0.0,-0.1020408163265306,2329.1666666666665,35.0,25.309418536716063,0.0,11.6,6.0,0.0,598493,Offline Content,3
forumng,1560,366,74.0,F,Scotland,HE Qualification,0-10%,0-35,0.0,N,Fail,finished,didn't withdraw,6233.0,-1.0,8.171052631578947,0.3703703703703704,0.0,-0.6788990825688074,71679.5,703.5,162.46556196169516,1.5555555555555556,30.64705882352941,9.0,-0.1176470588235294,598495,Offline Content,4
forumng,75,35,60.0,F,South East Region,Lower Than A Level,20-30%,0-35,1.0,N,Fail,finished,didn't withdraw,62.57142857142857,-8.0,60.0,0.0444576170717249,1.0,-1.4285714285714286,0.0,240.0,6.210590034081188,0.0,3.1666666666666665,7.0,0.0,598496,Offline Content,3
forumng,6620,1280,84.4,M,South East Region,Lower Than A Level,80-90%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,5764.9,-123.4,56.25185185185185,0.4940298507462686,0.0,-1.2787878787878788,28824.5,2167.4,175.90825530859627,0.86,11.163265306122447,10.0,-0.6938775510204082,598498,Informational,5
forumng,7659,2909,81.80898876404494,M,South West Region,A Level or Equivalent,60-70%,0-35,0.0,N,Pass,finished,didn't withdraw,4979.932584269663,0.7303370786516854,7.985916232831907,0.3249352935161007,0.0,-1.7257994814174589,92412.0,3710.1573033707855,116.39034632244297,2.426966292134832,5.840909090909091,10.0,-0.3068181818181818,598501,Collaborative,4
forumng,896,188,65.0,F,Scotland,Lower Than A Level,40-50%,35-55,0.0,N,Withdrawn,unfinished,normal withdrawal,8089.222222222223,-5.0,10.833333333333334,0.3714759535655058,0.0,-1.4444444444444444,40446.11111111111,325.0,203.04132037045508,0.0,78.625,9.0,0.0,598503,Offline Content,3
externalquiz,23611,8309,76.28571428571429,M,North Western Region,A Level or Equivalent,80-90%,0-35,0.0,N,Pass,finished,didn't withdraw,83760.7,-4.571428571428571,4.188231141555045,1.2923371647509578,0.0,-1.045009784735812,2393162.8571428573,2725.5714285714284,372.9659560172028,3.128571428571429,16.26086956521739,10.0,-0.1884057971014492,598516,Collaborative,0
forumng,6060,2803,42.66666666666666,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0.4827586206896552,N,Withdrawn,unfinished,late withdrawal,4284.16091954023,1.1264367816091954,3.4841056737608462,0.2665250686054708,0.4827586206896552,-0.6298798446581698,69116.091954023,1665.2988505747126,76.78145179152395,1.9540229885057472,3.2674418604651163,10.0,0.0,598536,Collaborative,5
forumng,68,36,60.0,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0.0,N,Fail,finished,didn't withdraw,71.75,0.0,10.0,0.0317164179104477,0.0,-0.9090909090909092,358.75,270.0,9.591663046625438,0.0,4.0,8.0,0.0,598538,Offline Content,3
dataplus,72360,16920,84.66666666666667,M,North Western Region,Lower Than A Level,80-90%,35-55,0.0,N,Pass,finished,didn't withdraw,109749.8,-94.5,53.15847578347578,1.4944237918215613,0.0,-0.5570175438596491,914581.6666666666,7670.916666666667,602.6353298489254,1.1111111111111112,9.787709497206704,15.0,-0.0726256983240223,598540,Interactive,2
dualpane,30480,8184,80.41666666666667,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0.0,N,Pass,finished,didn't withdraw,21819.846153846152,-51.583333333333336,47.31481481481482,0.7290470723306545,0.0,-1.148809523809524,181832.05128205128,6311.916666666667,258.21357655364545,0.7371794871794872,5.187096774193549,13.0,-0.0193548387096774,598543,Interactive,2
homepage,5,2,45.0,F,South East Region,Lower Than A Level,60-70%,35-55,0.0,N,Fail,finished,didn't withdraw,2.5,-3.0,45.0,0.0095785440613026,0.0,-1.2857142857142858,0.0,67.5,2.1213203435596424,0.0,3.0,2.0,0.0,598546,Offline Content,3
folder,29844,8664,76.75,F,London Region,Lower Than A Level,10-20,0-35,0.0,N,Pass,finished,didn't withdraw,23393.615384615383,-4.083333333333333,47.30436847103514,0.7138346727898967,0.0,-1.0964285714285715,194946.79487179487,6040.416666666667,253.83979238588893,-0.3012820512820512,4.516129032258065,13.0,-0.1161290322580645,598555,Interactive,2
dataplus,54108,14340,89.33333333333333,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0.0,Y,Pass,finished,didn't withdraw,83304.69230769231,-50.91666666666666,55.50439221272554,1.289390906491278,0.0,-0.5800865800865801,694205.7692307692,7025.25,537.0533000982324,0.9230769230769232,10.2,13.0,-0.0580645161290322,598559,Interactive,2
homepage,9,4,30.0,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0.0,N,Fail,finished,didn't withdraw,4.666666666666667,0.0,5.0,0.0111940298507462,0.0,-0.4285714285714285,23.33333333333333,60.0,2.0,0.0,2.0,3.0,0.0,598562,Offline Content,3
homepage,213,57,58.333333333333336,F,South Region,Lower Than A Level,60-70%,0-35,0.0,N,Fail,finished,didn't withdraw,135.75,1.6666666666666667,58.333333333333336,0.0736514522821576,0.0,-0.6410256410256411,0.0,384.1666666666667,19.863740378342182,8.833333333333334,4.363636363636363,4.0,-1.3636363636363635,598564,Offline Content,4
dataplus,54468,13548,95.33333333333331,M,South West Region,A Level or Equivalent,50-60%,0-35,0.0,N,Distinction,finished,didn't withdraw,63818.07142857143,-67.58333333333333,58.625712250712255,1.3452874925903973,0.0,-3.4047619047619047,531817.2619047619,8062.25,480.7911412155418,0.8571428571428571,9.964071856287426,14.0,-0.0119760479041916,598571,Interactive,2
forumng,761,157,70.0,F,Scotland,A Level or Equivalent,10-20,0-35,2.0,N,Withdrawn,unfinished,late withdrawal,4731.0,-3.0,4.117647058823529,0.4714993804213135,1.0,-2.0,75696.0,245.0,100.40401718390886,0.0,49.6,6.0,0.0,598573,Offline Content,3
forumng,3570,735,45.8,F,London Region,A Level or Equivalent,30-40%,0-35,0.0,N,Pass,finished,didn't withdraw,4690.555555555556,-1.0,2.4623376623376623,0.3027989821882951,0.0,-0.5264367816091954,93811.11111111112,1032.6,149.9537807580601,4.044444444444444,11.045454545454543,9.0,1.2954545454545454,598581,Informational,4
homepage,1010,490,72.4,F,Scotland,A Level or Equivalent,10-20,0-35,0.0,N,Pass,finished,didn't withdraw,340.2,1.2,19.01578947368421,0.0863247863247863,0.0,-1.13125,3367.98,1862.8,18.454577442234445,2.88,1.020408163265306,5.0,-0.2448979591836734,598614,Collaborative,6
forumng,16511,4829,73.0,F,South East Region,Lower Than A Level,70-80%,0-35,0.0,N,Pass,finished,didn't withdraw,18065.75,1.2727272727272727,20.93939393939394,0.7000932835820896,0.0,-1.3035714285714286,164234.0909090909,3265.8636363636365,231.9272236477761,1.7045454545454546,8.71264367816092,8.0,0.0919540229885057,598623,Collaborative,5
forumng,2068,990,81.81818181818181,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0.0,N,Pass,finished,didn't withdraw,525.5714285714286,0.7272727272727273,24.605263157894736,0.1147741147741147,0.0,-0.4446640316205533,4777.922077922078,3227.3636363636365,20.553981741101506,1.87012987012987,0.8552631578947368,7.0,-0.3947368421052631,598624,Collaborative,6
externalquiz,7588,3724,89.14285714285714,F,North Western Region,HE Qualification,50-60%,0-35,0.0,N,Distinction,finished,didn't withdraw,12800.2,-8.571428571428571,4.715477743766288,0.4153256704980843,0.0,-1.2211350293542074,365720.0,3164.428571428572,119.30200382198964,3.128571428571429,5.782608695652174,10.0,0.0289855072463768,598637,Collaborative,0
folder,20532,4944,57.66666666666666,M,Wales,A Level or Equivalent,60-70%,0-35,1.0,N,Pass,finished,didn't withdraw,12130.727272727272,0.5833333333333334,40.45097340930675,0.6454168238400603,1.0,-2.621212121212121,101089.39393939394,3883.3333333333335,222.8836811493668,-0.4318181818181818,5.862595419847328,11.0,-0.3587786259541984,598642,Collaborative,5
folder,29880,8556,67.25,F,London Region,HE Qualification,20-30%,0-35,0.0,N,Fail,finished,didn't withdraw,25360.166666666668,3.25,44.46688034188034,0.7742537313432836,0.0,-1.0189393939393938,211334.72222222225,4905.0,254.93281714746183,-0.3611111111111111,4.958041958041958,12.0,-0.0909090909090909,598649,Interactive,5
forumng,11216,3176,78.0576923076923,F,Scotland,A Level or Equivalent,90-100%,0-35,0.0,N,Pass,finished,didn't withdraw,7712.423076923077,1.5769230769230769,6.175990681130023,0.4244382142908185,0.0,-0.8634308171859312,161423.07692307694,3760.6346153846152,145.54182458492846,1.3269230769230769,4.495145631067961,11.0,0.1941747572815533,598662,Collaborative,5
externalquiz,15925,6335,84.71428571428571,M,London Region,HE Qualification,50-60%,35-55,0.0,N,Pass,finished,didn't withdraw,37824.333333333336,-6.428571428571429,4.428098610559713,0.9684972328650489,0.0,-1.4605911330049262,1080695.238095238,2707.0,217.9110831127439,3.4444444444444446,11.0,9.0,0.2903225806451613,598664,Collaborative,0
forumng,24856,6557,84.72881355932203,M,South Region,Lower Than A Level,90-100%,35-55,0.0,N,Distinction,finished,didn't withdraw,30942.67796610169,-1.915254237288136,5.828262302818144,0.7987454406709653,0.0,-1.8199623352165728,770647.5254237289,5288.466101694915,358.27088365595563,1.4576271186440677,11.461538461538462,11.0,-0.0256410256410256,598665,Interactive,5
forumng,1455,531,58.333333333333336,M,London Region,No Formal quals,20-30%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,1677.2222222222222,-0.3333333333333333,3.858024691358025,0.201077943615257,0.0,-0.9887005649717514,27953.703703703704,826.3333333333334,46.79113437832273,2.962962962962963,4.769230769230769,9.0,-1.1153846153846154,598666,Offline Content,4
forumng,7101,1818,89.77777777777777,F,South East Region,A Level or Equivalent,80-90%,0-35,0.0,N,Pass,finished,didn't withdraw,4950.142857142857,-40.77777777777778,89.77777777777777,0.4318555008210181,0.0,-2.565079365079365,0.0,2900.222222222222,118.92304757379726,1.2063492063492065,6.064516129032258,7.0,-0.3225806451612903,598667,Collaborative,1
forumng,6446,2717,92.72727272727272,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0.0,N,Pass,finished,didn't withdraw,4155.285714285715,1.4545454545454546,26.04465709728868,0.3577533577533577,0.0,-0.4829545454545454,37775.32467532468,3632.818181818182,69.50498981384399,1.8571428571428568,2.473684210526316,7.0,-0.0657894736842105,598694,Collaborative,6
dataplus,164952,28524,85.25,M,South Region,Lower Than A Level,0-10%,0-35,0.0,N,Distinction,finished,didn't withdraw,348369.3333333333,-86.16666666666667,50.75629154795821,3.419402985074627,0.0,-1.2916666666666667,2903077.777777778,7723.416666666667,1383.7827581624613,0.8,23.67597765363128,15.0,-0.0446927374301676,598706,Interactive,2
forumng,13343,4730,67.0909090909091,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0.0,N,Pass,finished,didn't withdraw,21468.5,4.0,18.88755980861244,0.5657649253731344,0.0,-1.9168831168831169,195168.18181818185,3014.3636363636365,212.58833525703213,1.7272727272727273,7.494252873563219,8.0,-0.4482758620689655,598709,Collaborative,5
forumng,49080,12432,81.6923076923077,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0.0,N,Pass,finished,didn't withdraw,41919.557692307695,-43.94230769230769,37.97579359974845,0.9663356973434252,0.0,-0.7582178690874344,355977.4038461539,8397.653846153846,460.1380998975544,0.7163461538461539,9.521739130434783,12.0,-0.0966183574879227,598713,Interactive,5
forumng,1530,531,67.22222222222223,M,West Midlands Region,Lower Than A Level,10-20,0-35,0.0,N,Fail,finished,didn't withdraw,626.8333333333334,6.111111111111111,67.22222222222223,0.1085568326947637,0.0,-1.867283950617284,0.0,1881.9444444444443,30.929011843007626,-0.7962962962962963,1.679245283018868,6.0,-0.5660377358490566,598717,Collaborative,1
homepage,92,23,55.0,F,North Western Region,No Formal quals,0-10%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,122.75,-4.0,55.0,0.0881226053639846,0.0,-1.1224489795918366,0.0,137.5,13.880441875771345,0.0,8.333333333333334,4.0,0.0,598731,Offline Content,3
externalquiz,8869,5138,82.28571428571429,M,London Region,A Level or Equivalent,60-70%,0-35,0.0,N,Pass,finished,didn't withdraw,19005.33333333333,-3.4285714285714284,4.36409439804065,0.5841401567542647,0.0,-3.918367346938776,543009.5238095238,2637.285714285714,118.79372803640996,3.3492063492063493,5.32258064516129,9.0,0.1129032258064516,598750,Collaborative,0
homepage,3000,845,81.6,M,London Region,A Level or Equivalent,30-40%,0-35,0.0,N,Pass,finished,didn't withdraw,4403.0,2.6,12.633333333333333,0.3717472118959107,0.0,-3.0222222222222226,29940.4,1269.8,117.59808818525744,0.3666666666666666,11.517241379310343,6.0,-0.2758620689655172,598751,Informational,3
dualpane,3640,1004,62.0,M,Ireland,A Level or Equivalent,30-40%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,4123.636363636364,1.75,3.542022792022792,0.3086838534599728,0.0,-1.3777777777777778,77318.18181818182,1394.75,121.0681844474933,2.5454545454545454,9.69767441860465,11.0,0.1627906976744186,598752,Offline Content,4
forumng,990,244,63.66666666666666,M,South Region,A Level or Equivalent,90-100%,35-55,0.6666666666666666,N,Fail,finished,didn't withdraw,423.5,-148.66666666666666,50.08641975308642,0.1227940224527917,0.6666666666666666,-3.865811965811965,2142.083333333333,1028.8333333333333,35.78287010712596,1.3333333333333333,3.6206896551724137,12.0,-0.9310344827586208,598757,Offline Content,4
forumng,3710,1710,80.6,F,Wales,A Level or Equivalent,50-60%,0-35,0.0,N,Pass,finished,didn't withdraw,1543.857142857143,0.8,23.9780701754386,0.1977611940298507,0.0,-2.779310344827586,12659.628571428571,2871.6,32.050684498331606,2.1714285714285717,1.2753623188405796,7.0,-0.0579710144927536,598760,Collaborative,6
dataplus,83064,18396,90.66666666666669,F,South Region,A Level or Equivalent,70-80%,0-35,0.0,N,Distinction,finished,didn't withdraw,130446.42857142857,-46.5,55.42806267806267,1.8448827292110876,0.0,-1.777777777777778,1087053.5714285714,7664.166666666667,707.6366381370281,0.2976190476190476,14.766467065868264,14.0,0.0,598761,Interactive,2
forumng,660,303,70.0,F,London Region,A Level or Equivalent,50-60%,0-35,0.0,N,Fail,finished,didn't withdraw,732.1428571428571,-39.0,70.0,0.120415982484948,0.0,-1.25,0.0,780.0,26.971413438252416,0.7142857142857143,4.35,7.0,-1.5,598762,Offline Content,1
forumng,592,214,79.5,F,Wales,Lower Than A Level,20-30%,0-35,2.0,N,Fail,finished,didn't withdraw,1156.142857142857,-1.5,52.68181818181818,0.1613958560523445,1.0,-3.3125,5780.714285714285,606.5,43.78518992927697,2.7142857142857144,9.0,7.0,-3.1538461538461537,598769,Offline Content,4
forumng,2765,777,70.57142857142857,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0.0,Y,Pass,finished,didn't withdraw,1499.0,-24.142857142857142,70.57142857142857,0.2522349936143039,0.0,-3.3605442176870746,0.0,1564.7142857142858,56.15653933932455,-0.0476190476190476,3.512195121951219,6.0,-1.2682926829268293,598788,Collaborative,1
dualpane,1378,236,60.0,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0.0,N,Fail,finished,didn't withdraw,3232.875,10.0,2.6531440162271807,0.3213619402985074,0.0,-3.333333333333333,71123.25,504.0,127.83889601108628,3.5625,25.466666666666665,8.0,1.6,598809,Offline Content,4
dualpane,543,76,94.0,M,East Anglian Region,HE Qualification,90-100%,0-35,0.0,N,Fail,finished,didn't withdraw,1478.142857142857,-3.0,5.529411764705882,0.2894456289978678,0.0,-13.428571428571429,23650.285714285717,376.0,91.82384792426774,0.0,43.16666666666666,7.0,0.0,598819,Offline Content,3
forumng,294,93,70.33333333333333,F,South Region,Lower Than A Level,50-60%,0-35,0.0,N,Fail,finished,didn't withdraw,117.5,-45.66666666666666,70.33333333333333,0.0625798212005108,0.0,-1.7154471544715448,0.0,683.1666666666666,15.881917205351725,1.3333333333333333,2.588235294117647,6.0,-2.647058823529412,598824,Offline Content,1
dataplus,65856,17376,88.58333333333333,M,Scotland,A Level or Equivalent,40-50%,0-35,0.0,N,Distinction,finished,didn't withdraw,102608.14285714286,-59.41666666666666,55.34199905033239,1.462686567164179,0.0,-1.5540935672514615,855067.8571428572,7499.5,644.2417071608363,0.6964285714285714,14.502994011976048,14.0,-0.0778443113772455,598835,Interactive,2
forumng,3830,1080,53.4,F,Wales,Lower Than A Level,60-70%,0-35,0.0,N,Pass,finished,didn't withdraw,8904.714285714286,2.2,2.705194805194805,0.4176663031624864,0.0,-0.5448979591836736,178094.2857142857,931.4,159.27211005702412,5.228571428571429,14.029411764705882,7.0,2.117647058823529,598837,Informational,4
forumng,15579,2871,84.88888888888889,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0.0,N,Pass,finished,didn't withdraw,18692.83333333333,-27.77777777777778,84.88888888888889,1.1053639846743295,0.0,-1.9741602067183464,0.0,2365.4444444444443,218.04982553328117,1.0185185185185186,11.773584905660377,6.0,-0.3018867924528302,598840,Collaborative,1
externalquiz,4949,2331,42.142857142857146,M,North Western Region,Lower Than A Level,20-30%,0-35,0.0,N,Fail,finished,didn't withdraw,4069.8888888888887,-1.8571428571428568,2.43103047204886,0.3009791400595998,0.0,-0.6797235023041475,116282.53968253967,1372.571428571429,54.80192420031752,3.3492063492063493,2.435483870967742,9.0,-0.4354838709677419,598842,Collaborative,4
forumng,70654,16765,90.35211267605634,F,London Region,Lower Than A Level,20-30%,0-35,0.0,N,Distinction,finished,didn't withdraw,129020.5985915493,-5.52112676056338,7.425070931137182,1.9943271015418595,0.0,-2.265007958196943,2521088.028169014,6491.021126760564,589.3657182557865,1.556338028169014,13.0,12.0,0.0496453900709219,598860,Interactive,5
forumng,1992,966,59.0,F,South Region,Lower Than A Level,50-60%,0-35,0.0,N,Pass,finished,didn't withdraw,2054.875,7.333333333333333,10.134502923976608,0.1548507462686567,0.0,-0.8939393939393939,26713.375,1459.0,49.1926304807643,3.4375,3.319148936170213,8.0,-0.5106382978723404,598865,Collaborative,4
forumng,6171,2838,93.9090909090909,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0.0,N,Distinction,finished,didn't withdraw,4588.125,-0.5454545454545454,26.220893141945773,0.261660447761194,0.0,-2.2904656319290466,41710.22727272727,4195.045454545455,79.35469805530278,1.7045454545454546,2.2873563218390807,8.0,-0.1264367816091954,598883,Collaborative,4
folder,12200,3310,70.4,M,South Region,A Level or Equivalent,20-30%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,6024.181818181818,-6.9,37.19131054131054,0.4138398914518317,0.0,-1.0666666666666669,60241.81818181818,3908.0,139.7241414230686,-0.3818181818181818,4.238532110091743,11.0,0.0825688073394495,598887,Collaborative,5
forumng,17400,7220,78.7,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0.0,N,Pass,finished,didn't withdraw,60080.125,1.5,23.935087719298245,0.8115671641791045,0.0,-1.5134615384615384,492657.025,3210.6,328.8368453900444,1.4125,12.341772151898734,8.0,-0.4556962025316455,598907,Collaborative,5
forumng,3000,1510,83.0,F,South West Region,A Level or Equivalent,70-80%,0-35,0.0,N,Pass,finished,didn't withdraw,983.875,0.7,24.873684210526317,0.1399253731343283,0.0,-1.509090909090909,8067.775,3375.4,27.978291765699037,1.375,1.0506329113924051,8.0,0.050632911392405,598914,Collaborative,4
forumng,11044,4246,84.0909090909091,M,Ireland,A Level or Equivalent,40-50%,0-35,0.0,N,Distinction,finished,didn't withdraw,19114.875,0.6363636363636364,23.95295055821372,0.5363247863247863,0.0,-3.656126482213439,173771.5909090909,3767.318181818182,194.95227827496063,1.6477272727272727,6.781609195402299,8.0,-0.2413793103448276,598918,Collaborative,5
forumng,6165,1341,79.44444444444444,M,South Region,A Level or Equivalent,90-100%,0-35,0.0,N,Pass,finished,didn't withdraw,2641.285714285714,-3.6666666666666665,79.44444444444444,0.3749315818281335,0.0,-2.20679012345679,0.0,2550.0,88.55194523333915,-0.7619047619047619,4.354838709677419,7.0,0.0,598921,Collaborative,1
homepage,18,8,56.5,M,South West Region,Lower Than A Level,90-100%,0-35,0.0,N,Fail,finished,didn't withdraw,12.5,9.0,56.5,0.0172413793103448,0.0,-1.486842105263158,0.0,142.0,4.041451884327381,20.75,2.333333333333333,2.0,-1.0,598923,Offline Content,4
folder,5208,1652,77.42857142857143,M,South East Region,A Level or Equivalent,80-90%,0-35,0.0,N,Withdrawn,unfinished,late withdrawal,4123.4,-39.57142857142857,29.361823361823365,0.2776119402985075,0.0,-2.580952380952381,58905.71428571428,2769.1428571428573,110.0327224056553,1.0571428571428572,5.391304347826087,10.0,-0.2608695652173913,598962,Collaborative,5
forumng,25880,6020,82.63636363636364,M,North Western Region,HE Qualification,80-90%,35-55,0.0,N,Pass,finished,didn't withdraw,36295.181818181816,0.6590909090909091,6.953071943306421,1.0947539255395884,0.0,-2.214949494949495,650434.0909090909,3553.931818181818,379.9283549025186,1.556818181818182,14.10344827586207,8.0,0.2988505747126437,598963,Collaborative,5
folder,46644,10800,75.83333333333333,M,South East Region,A Level or Equivalent,30-40%,0-35,0.0,Y,Pass,finished,didn't withdraw,54579.63636363636,-2.4166666666666665,46.09983380816714,1.3185210312075983,0.0,-1.148989898989899,454830.30303030304,5047.333333333333,431.437775098676,-0.4696969696969697,9.48091603053435,11.0,-0.0534351145038167,598966,Collaborative,5
forumng,15851,6160,81.18181818181819,F,North Region,HE Qualification,80-90%,35-55,0.0,N,Pass,finished,didn't withdraw,31362.14285714286,-5.2727272727272725,21.318181818181817,0.7681236673773988,0.0,-1.2300275482093666,285110.3896103896,3153.181818181818,209.6481836369102,1.8571428571428568,6.842105263157895,7.0,0.1710526315789473,598969,Collaborative,5
dualpane,9228,2288,96.0,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0.0,Y,Distinction,finished,didn't withdraw,28972.7,-1.5,3.894523326572009,0.8608208955223879,0.0,-1.4545454545454546,724317.5,1967.75,264.4844234665064,3.2,17.615384615384617,10.0,0.1025641025641025,598973,Offline Content,0
forumng,43064,10356,69.02586206896552,M,Scotland,A Level or Equivalent,30-40%,35-55,0.0,N,Pass,finished,didn't withdraw,22411.103448275862,-42.73275862068966,34.4687677528757,0.69229404190431,0.0,-2.5221627691901176,192485.77586206896,7386.448275862069,337.060726610056,0.6508620689655172,6.246753246753247,14.0,0.2943722943722944,598983,Interactive,2
forumng,3355,1408,73.54545454545455,F,London Region,Lower Than A Level,0-10%,35-55,0.0,N,Fail,finished,didn't withdraw,948.0,0.7272727272727273,18.527910685805423,0.1264510779436152,0.0,-1.186217008797654,8618.181818181818,3659.363636363637,31.778213846650456,1.5353535353535352,0.8877551020408163,9.0,-0.0612244897959183,598986,Collaborative,4
externalquiz,17220,6314,78.85714285714286,M,North Western Region,A Level or Equivalent,30-40%,0-35,0.0,N,Pass,finished,didn't withdraw,43623.444444444445,-3.2857142857142856,4.3264844226654695,1.047254150702427,0.0,-1.1428571428571428,1246384.126984127,2539.1428571428573,255.5396566661078,3.333333333333333,11.709677419354838,9.0,-0.2903225806451613,598989,Collaborative,0
forumng,10746,3132,85.77777777777777,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0.0,N,Pass,finished,didn't withdraw,11505.0,-26.33333333333333,85.77777777777777,0.6535303776683088,0.0,-2.450793650793651,0.0,2778.1111111111118,164.9884369639195,1.1111111111111112,8.112903225806452,7.0,-0.4032258064516129,599009,Collaborative,1
forumng,318,120,60.0,F,London Region,A Level or Equivalent,20-30%,0-35,0.0,Y,Pass,finished,didn't withdraw,241.66666666666663,2.0,30.0,0.0659203980099502,0.0,-2.2222222222222223,241.66666666666663,576.6666666666666,18.432707502761307,4.277777777777778,2.9411764705882355,6.0,-1.1764705882352942,599016,Offline Content,4
forumng,24442,9042,80.45454545454545,F,South East Region,Lower Than A Level,40-50%,35-55,0.0,Y,Pass,finished,didn't withdraw,60993.11111111111,1.6363636363636365,23.63716108452951,0.9212271973466004,0.0,-1.21900826446281,554482.8282828283,4047.272727272728,361.3255891933142,1.5353535353535352,12.173469387755103,9.0,-0.3571428571428572,599037,Collaborative,5
folder,16860,3828,66.58333333333333,F,North Western Region,Lower Than A Level,0-10%,0-35,0.0,N,Pass,finished,didn't withdraw,8657.222222222223,0.0,39.505935422602086,0.6477639465191333,0.0,-0.3761770244821092,72143.51851851853,3633.0833333333335,207.24870306498508,-0.5185185185185185,6.364485981308412,9.0,-0.0654205607476635,599048,Collaborative,5
externalquiz,18592,6048,65.85714285714286,F,North Region,Lower Than A Level,60-70%,35-55,0.0,N,Pass,finished,didn't withdraw,45587.77777777778,-4.142857142857143,3.656029934672085,1.1306939123031077,0.0,-1.77992277992278,1302507.9365079366,2126.714285714286,270.3704812523299,3.3968253968253967,13.5,9.0,-0.4032258064516129,599049,Collaborative,0
dualpane,2180,692,75.25,M,West Midlands Region,HE Qualification,10-20,0-35,0.0,N,Pass,finished,didn't withdraw,1998.3333333333333,12.0,3.130324543610548,0.2512678653757492,0.0,-4.703125,49958.333333333336,1407.0,68.04387006900954,2.5,6.6571428571428575,9.0,-1.0571428571428572,599056,Offline Content,4
externalquiz,8967,4410,85.0,M,East Midlands Region,HE Qualification,70-80%,0-35,0.0,N,Pass,finished,didn't withdraw,20317.25,-4.571428571428571,4.567571024430996,0.6135057471264368,0.0,-1.1805555555555556,580492.8571428572,2438.3571428571427,135.39841042440105,3.803571428571429,6.490909090909091,8.0,-0.109090909090909,599068,Collaborative,0
forumng,2758,1148,87.85714285714286,F,West Midlands Region,No Formal quals,10-20,0-35,0.0,N,Pass,finished,didn't withdraw,2230.714285714286,-27.285714285714285,87.85714285714286,0.2156540777230432,0.0,-5.857142857142857,0.0,2213.8571428571427,50.67872663488431,1.2857142857142858,2.645833333333333,7.0,-0.4375,599080,Collaborative,1
externalquiz,16410,6384,87.5,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0.0,N,Pass,finished,didn't withdraw,44300.2,-3.1666666666666665,7.11926961926962,1.0438931297709924,0.0,-0.6730769230769231,738336.6666666666,2683.0,251.5699518582577,2.933333333333333,11.966101694915254,10.0,-0.3898305084745763,599083,Collaborative,0
forumng,654,130,100.0,M,South East Region,Lower Than A Level,60-70%,35-55,0.0,N,Withdrawn,unfinished,late withdrawal,3143.285714285714,3.0,33.333333333333336,0.3473181093998937,0.0,-12.5,6286.571428571428,400.0,150.5765111638788,0.0,69.83333333333333,7.0,0.0,599084,Offline Content,3
folder,14268,3204,77.0,M,Ireland,A Level or Equivalent,80-90%,0-35,0.0,N,Pass,finished,didn't withdraw,5490.7,-0.3333333333333333,46.79760208926875,0.4436567164179105,0.0,-2.264705882352941,45755.833333333336,4664.083333333333,166.019812526278,-0.4583333333333333,4.739495798319328,10.0,-0.0672268907563025,599094,Collaborative,5
