id_student,code_module,code_presentation,activity_type,sum,count,assessment_type,date,weight,date_submitted,is_banked,score,date_registration,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation_length,study_status,withdrawal_status,assessment_engagement_score,submission_timeliness,score_per_weight,module_engagement_rate,repeat_student,performance_by_registration,banked_assessment_ratio,time_since_registration,weighted_engagement,cumulative_score,engagement_consistency,learning_pace,engagement_dropoff,activity_diversity,improvement_rate,study_method_preference
602594,FFF,2014J,dataplus,52368,11880,CMA,182.66666666666666,8.333333333333334,110.91666666666667,0,76.0,-36.0,M,South Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Pass,269.0,finished,didn't withdraw,54532.92857142857,-71.75,45.379154795821464,1.1587891662241105,0.0,-2.1714285714285717,0.0,218.66666666666666,454441.0714285714,6428.833333333333,487.94155366672373,0.7857142857142857,8.970059880239521,14.0,-0.05389221556886227,Interactive
602595,DDD,2013J,externalquiz,9163,4214,TMA,131.71428571428572,28.571428571428573,127.28571428571429,0,73.57142857142857,-50.0,F,South Region,A Level or Equivalent,60-70%,0-35,0.0,60.0,N,Pass,261.0,finished,didn't withdraw,17080.333333333332,-4.428571428571429,3.937796151374652,0.5572584078331204,0.0,-1.5014577259475217,0.0,181.71428571428572,488009.5238095238,2357.1428571428573,134.1647732451716,3.492063492063492,5.32258064516129,9.0,-0.016129032258064516,Collaborative
602598,BBB,2013J,homepage,3,2,TMA,19.0,5.0,30.0,0,45.0,-53.0,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0.0,120.0,N,Fail,268.0,finished,didn't withdraw,1.5,11.0,7.5,0.005597014925373134,0.0,-0.8653846153846154,0.0,72.0,7.5,67.5,0.7071067811865476,0.0,1.0,2.0,0.0,Offline Content
602600,FFF,2013J,forumng,663,209,TMA,19.0,12.5,18.0,0,54.0,-37.0,M,Scotland,Lower Than A Level,0-10%,0-35,0.0,60.0,N,Fail,268.0,finished,didn't withdraw,2387.9,-1.0,4.0,0.24738805970149252,0.0,-1.5,0.0,56.0,29848.75,297.0,66.21522147932117,0.0,18.77777777777778,10.0,0.0,Offline Content
602604,GGG,2013J,forumng,5346,1467,CMA,192.44444444444446,0.0,163.0,0,92.22222222222223,-29.0,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0.0,30.0,N,Distinction,261.0,finished,didn't withdraw,4061.1666666666665,-29.444444444444443,92.22222222222223,0.3793103448275862,0.0,-3.293650793650794,0.0,221.44444444444446,0.0,2546.1111111111113,94.71964590703831,1.2037037037037037,5.169811320754717,6.0,-0.18867924528301888,Collaborative
602607,GGG,2013J,homepage,2,2,TMA,61.0,0.0,46.0,0,40.0,-24.0,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0.0,30.0,Y,Fail,261.0,finished,didn't withdraw,4.0,-15.0,40.0,0.007662835249042145,0.0,-1.7391304347826086,0.0,85.0,0.0,40.0,,0.0,0.0,1.0,0.0,Offline Content
602634,BBB,2013J,forumng,81,45,TMA,19.0,5.0,19.0,0,71.0,-29.0,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0.0,120.0,N,Withdrawn,268.0,unfinished,normal withdrawal,103.5,0.0,11.833333333333334,0.037779850746268655,0.0,-2.5357142857142856,0.0,48.0,517.5,319.5,11.789068786682979,0.0,4.714285714285714,8.0,0.0,Offline Content
602652,BBB,2013J,forumng,38,26,TMA,19.0,5.0,19.0,0,69.0,-45.0,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0.0,60.0,N,Withdrawn,268.0,unfinished,normal withdrawal,38.5,0.0,11.5,0.0236318407960199,0.0,-1.5681818181818181,0.0,64.0,192.5,241.5,5.08592829940284,0.0,3.0,6.0,0.0,Offline Content
602655,GGG,2014B,forumng,4776,1392,CMA,181.75,0.0,131.125,0,90.125,-75.0,F,North Western Region,A Level or Equivalent,50-60%,35-55,1.0,60.0,N,Distinction,241.0,finished,didn't withdraw,4514.0,-50.625,90.125,0.35388263189093067,1.0,-1.2179054054054055,0.0,256.75,0.0,2592.75,122.50561609177747,1.5535714285714286,6.654545454545454,7.0,-0.45454545454545453,Collaborative
602663,EEE,2013J,dualpane,7584,1784,TMA,96.0,25.0,94.75,0,86.25,-29.0,M,Wales,Lower Than A Level,90-100%,0-35,0.0,60.0,N,Distinction,268.0,finished,didn't withdraw,22053.222222222223,-1.25,3.509634888438134,0.7860696517412936,0.0,-3.080357142857143,0.0,125.0,551330.5555555555,1598.25,260.37511401821797,3.5277777777777777,23.942857142857143,9.0,-0.14285714285714285,Offline Content
602666,BBB,2014J,homepage,745,280,TMA,107.2,20.0,112.0,0,58.2,-45.0,F,South East Region,A Level or Equivalent,20-30%,0-35,1.0,90.0,Y,Pass,262.0,finished,didn't withdraw,603.5,4.8,2.9413419913419916,0.14217557251908397,1.0,-1.3227272727272728,0.0,152.2,12070.0,577.7,24.541854689060226,9.2,3.1052631578947367,4.0,4.526315789473684,Informational
602669,FFF,2013J,dataplus,60972,12216,CMA,176.5,8.333333333333334,142.75,0,89.33333333333333,-35.0,M,South Region,A Level or Equivalent,50-60%,35-55,0.0,90.0,N,Distinction,268.0,finished,didn't withdraw,87666.57142857143,-33.75,53.58131528964862,1.3542110874200428,0.0,-2.627450980392157,0.0,211.5,730554.7619047619,7550.0,751.3182153626192,0.4642857142857143,17.70059880239521,14.0,0.01197604790419162,Interactive
602672,FFF,2014B,forumng,1772,636,TMA,97.5,12.5,40.75,0,81.25,-89.0,M,East Midlands Region,Lower Than A Level,60-70%,0-35,1.0,180.0,N,Fail,241.0,finished,didn't withdraw,1414.7,-56.75,25.293803418803417,0.18381742738589213,1.0,-0.9232954545454545,0.0,186.5,17683.75,1674.75,54.6711380285186,2.0,4.512820512820513,10.0,-0.38461538461538464,Offline Content
602681,FFF,2014B,folder,24300,5052,CMA,171.0,8.333333333333334,157.75,0,88.75,-23.0,M,Wales,HE Qualification,30-40%,0-35,0.0,60.0,N,Pass,241.0,finished,didn't withdraw,15939.0,-13.25,53.53513770180437,0.9336099585062241,0.0,-4.034090909090909,0.0,194.0,132825.0,4839.0,277.5381762070516,0.2222222222222222,8.57943925233645,9.0,0.037383177570093455,Collaborative
602683,CCC,2014J,forumng,31896,6832,CMA,118.625,12.5,119.625,0,97.0,-102.0,F,Scotland,HE Qualification,50-60%,35-55,0.0,60.0,N,Distinction,269.0,finished,didn't withdraw,126039.625,1.0,11.155495169082126,1.8526951672862455,0.0,-0.9603960396039604,0.0,220.625,1575495.3125,3155.75,611.2228570271084,2.890625,28.46031746031746,8.0,-0.12698412698412698,Collaborative
602696,BBB,2014J,forumng,6690,1895,TMA,107.2,20.0,104.2,0,85.8,-153.0,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0.0,60.0,N,Distinction,262.0,finished,didn't withdraw,21955.222222222223,-3.0,23.054329004329006,0.5674300254452926,0.0,-0.5644736842105263,0.0,260.2,439104.44444444444,1974.6,268.70480592515037,4.066666666666666,19.954545454545453,9.0,-0.25,Informational
602703,EEE,2013J,forumng,8244,1916,TMA,74.625,17.875,74.15625,0,73.0,-95.625,M,South East Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,N,Pass,257.875,finished,didn't withdraw,9350.109375,-0.46875,4.592289976335362,0.4891872329225243,0.0,-1.25051775147929,0.0,170.25,224090.34375,1970.90625,184.17554384983083,2.15625,11.698412698412698,10.0,1.1587301587301588,Collaborative
602707,EEE,2014J,forumng,8988,1736,TMA,99.5,25.0,99.5,0,89.5,-73.0,M,Wales,A Level or Equivalent,80-90%,0-35,0.0,60.0,N,Pass,269.0,finished,didn't withdraw,32312.75,0.0,3.6764705882352944,1.0441449814126393,0.0,-1.2430555555555556,0.0,172.5,807818.75,1478.5,372.2019699727729,4.15625,37.903225806451616,8.0,-0.16129032258064516,Offline Content
602711,GGG,2013J,forumng,6872,1464,CMA,187.875,0.0,140.75,0,94.5,-29.0,F,South East Region,A Level or Equivalent,80-90%,35-55,0.0,30.0,N,Distinction,261.0,finished,didn't withdraw,4350.857142857143,-47.125,94.5,0.47016967706622875,0.0,-3.375,0.0,216.875,0.0,2707.125,115.71088018076689,1.4642857142857142,5.4727272727272736,7.0,-0.2909090909090909,Collaborative
602713,FFF,2013J,dualpane,54384,12984,CMA,176.5,8.333333333333334,106.08333333333333,0,87.91666666666667,-29.0,M,Scotland,HE Qualification,20-30%,0-35,0.0,90.0,N,Distinction,268.0,finished,didn't withdraw,64366.57142857143,-70.41666666666667,51.36930199430199,1.2078891257995736,0.0,-3.1398809523809526,0.0,205.5,536388.0952380953,7421.916666666667,467.8693858224814,0.9583333333333334,8.497005988023952,14.0,-0.02395209580838324,Interactive
602718,CCC,2014B,forumng,10876,3336,TMA,108.16666666666667,16.666666666666668,109.58333333333333,0,62.333333333333336,-123.33333333333333,M,Scotland,Post Graduate Qualification,50-60%,0-35,0.0,60.0,N,Fail,250.0,finished,didn't withdraw,6496.148148148148,1.4166666666666667,4.995633208722436,0.3984887686968569,0.0,-0.8972628959709064,0.0,231.5,130687.03703703704,2910.1666666666665,136.6498533334775,1.287037037037037,5.280373831775701,11.0,0.4672897196261682,Collaborative
602719,FFF,2013J,folder,19536,3540,CMA,176.5,8.333333333333334,173.16666666666666,0,61.333333333333336,-32.0,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0.0,120.0,N,Pass,268.0,finished,didn't withdraw,11917.6,-3.3333333333333335,40.844254510921175,0.6074626865671642,0.0,-1.9784946236559138,0.0,208.5,99313.33333333333,3749.6666666666665,259.6594278808204,-0.21666666666666667,6.084033613445379,10.0,-0.3277310924369748,Collaborative
602721,EEE,2014B,forumng,9316,2912,TMA,92.5,25.0,88.0,0,95.0,-25.0,M,South Region,HE Qualification,80-90%,0-35,0.0,30.0,N,Distinction,241.0,finished,didn't withdraw,40033.333333333336,-4.5,3.8843813387423936,1.073766712770862,0.0,-3.9583333333333335,0.0,117.5,1000833.3333333334,1760.0,259.31239969372973,3.611111111111111,22.085714285714285,9.0,-0.2571428571428571,Offline Content
602725,DDD,2013J,externalquiz,454,212,TMA,74.0,15.0,77.5,0,70.0,-36.0,M,North Western Region,Lower Than A Level,80-90%,0-35,0.0,120.0,N,Fail,261.0,finished,didn't withdraw,737.5714285714286,3.5,4.956709956709957,0.12424740010946908,0.0,-2.0,0.0,110.0,11063.57142857143,527.5,27.03193065108881,7.5,4.923076923076924,7.0,-0.7692307692307693,Offline Content
602729,DDD,2013J,externalquiz,8477,4004,TMA,131.71428571428572,28.571428571428573,124.85714285714286,0,52.857142857142854,-51.0,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Fail,261.0,finished,didn't withdraw,22976.0,-6.857142857142857,3.1061628869266777,0.5799808429118773,0.0,-1.0571428571428572,0.0,182.71428571428572,656457.1428571428,1534.2857142857142,166.69488321753937,3.892857142857143,9.545454545454545,8.0,-0.6181818181818182,Collaborative
602734,FFF,2013J,forumng,723,429,TMA,54.0,16.666666666666668,53.666666666666664,0,67.33333333333333,-32.0,M,West Midlands Region,HE Qualification,10-20,0-35,0.0,150.0,N,Fail,268.0,finished,didn't withdraw,671.9,-0.3333333333333333,4.227920227920228,0.08992537313432836,0.0,-2.172043010752688,0.0,86.0,11198.333333333334,1046.3333333333333,26.348264354275003,2.566666666666667,2.5172413793103448,10.0,-0.27586206896551724,Offline Content
602739,BBB,2013J,forumng,1480,504,CMA,54.0,6.25,55.75,0,64.25,-53.0,F,North Western Region,Lower Than A Level,50-60%,0-35,0.0,60.0,N,Withdrawn,268.0,unfinished,late withdrawal,1330.7142857142858,1.75,21.00657894736842,0.19722814498933902,0.0,-1.2355769230769231,0.0,107.0,8316.964285714286,937.5,39.82341976657407,-0.35714285714285715,4.0,7.0,-0.44444444444444436,Offline Content
602767,BBB,2013J,forumng,3186,1404,CMA,79.66666666666667,7.333333333333333,95.16666666666667,0,70.0,-53.0,F,North Western Region,Lower Than A Level,0-10%,0-35,0.0,60.0,N,Fail,268.0,finished,didn't withdraw,3572.1428571428573,15.5,22.64327485380117,0.2830490405117271,0.0,-1.346153846153846,0.0,132.66666666666666,26195.714285714286,1513.8333333333333,55.679646160115624,2.2142857142857144,3.8780487804878048,7.0,-0.17073170731707318,Collaborative
602768,GGG,2013J,forumng,652,170,TMA,148.5,0.0,149.0,0,55.0,-29.0,F,London Region,Lower Than A Level,0-10%,0-35,0.0,30.0,N,Fail,261.0,finished,didn't withdraw,885.2857142857143,0.5,55.0,0.1784345922276957,0.0,-1.9642857142857142,0.0,177.5,0.0,415.0,52.13254451685816,3.5714285714285716,11.76923076923077,7.0,-0.7692307692307693,Offline Content
602777,FFF,2013J,dataplus,28944,6012,CMA,176.5,8.333333333333334,113.41666666666667,0,84.75,-36.0,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0.0,150.0,N,Pass,268.0,finished,didn't withdraw,15644.214285714286,-63.083333333333336,52.90645773979107,0.6428571428571429,0.0,-2.4214285714285717,0.0,212.5,130368.45238095238,7176.666666666667,305.5398509413448,0.7976190476190477,6.562874251497006,14.0,-0.04790419161676648,Interactive
602779,BBB,2014J,glossary,6520,1615,TMA,107.2,20.0,100.0,0,71.2,-30.0,F,London Region,No Formal quals,50-60%,35-55,0.0,300.0,N,Pass,262.0,finished,didn't withdraw,17998.444444444445,-7.2,22.58203463203463,0.5530110262934691,0.0,-2.4551724137931035,0.0,137.2,359968.8888888889,1654.6,261.50154025465235,4.288888888888889,19.363636363636363,9.0,-0.7954545454545455,Informational
602780,GGG,2013J,forumng,3447,1188,CMA,192.44444444444446,0.0,165.22222222222223,0,84.66666666666667,-37.0,M,London Region,Lower Than A Level,20-30%,0-35,0.0,30.0,N,Pass,261.0,finished,didn't withdraw,1764.0,-27.22222222222222,84.66666666666667,0.20963327859879585,0.0,-2.3518518518518516,0.0,229.44444444444446,0.0,2729.777777777778,56.20424406298197,0.6984126984126984,2.7903225806451615,7.0,-0.4838709677419355,Collaborative
602783,DDD,2013J,externalquiz,26733,9226,TMA,131.71428571428572,28.571428571428573,126.57142857142857,0,78.71428571428571,-56.0,M,South Region,A Level or Equivalent,80-90%,0-35,0.0,60.0,N,Pass,261.0,finished,didn't withdraw,99825.55555555556,-5.142857142857143,4.216103684279073,1.6257982120051087,0.0,-1.431168831168831,0.0,187.71428571428572,2852158.73015873,2527.285714285714,386.0519353327911,3.4603174603174605,14.983870967741936,9.0,0.03225806451612903,Collaborative
602792,FFF,2013J,dualpane,3609,984,TMA,54.0,16.666666666666668,56.0,0,85.0,-45.0,M,London Region,Lower Than A Level,10-20,0-35,0.0,60.0,N,Withdrawn,268.0,unfinished,late withdrawal,7763.363636363636,2.0,5.239791073124406,0.4080732700135685,0.0,-1.931818181818182,0.0,99.0,129389.39393939394,1446.0,153.21876071931806,2.5757575757575757,13.84375,11.0,-0.09375,Offline Content
602803,BBB,2013J,forumng,2525,1000,CMA,69.4,5.2,71.4,0,70.8,-52.0,F,West Midlands Region,HE Qualification,40-50%,0-35,0.0,60.0,N,Withdrawn,268.0,unfinished,normal withdrawal,2164.125,2.0,26.614035087719298,0.2355410447761194,0.0,-1.388235294117647,0.0,121.4,11253.45,1470.2,49.06938441818368,-0.225,3.230769230769231,8.0,-0.717948717948718,Informational
602811,FFF,2013J,dualpane,29073,9812,CMA,180.63636363636363,6.818181818181818,182.36363636363637,0,68.54545454545455,-19.0,M,North Region,Lower Than A Level,10-20,0-35,0.0,120.0,N,Pass,268.0,finished,didn't withdraw,31646.30769230769,1.7272727272727273,46.41388241388241,0.7586107921928817,0.0,-3.808080808080808,0.0,199.63636363636363,215770.2797202797,4949.363636363636,279.856936056124,-0.2867132867132867,5.894366197183099,13.0,0.04225352112676056,Collaborative
602815,BBB,2014B,forumng,1134,525,TMA,81.0,8.857142857142858,82.57142857142857,0,75.42857142857143,-47.0,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0.0,60.0,N,Fail,234.0,finished,didn't withdraw,268.25,1.5714285714285714,21.69423558897243,0.08653846153846154,0.0,-1.639751552795031,0.0,128.0,2375.9285714285716,2171.4285714285716,14.776209379822815,1.8392857142857142,0.7818181818181819,8.0,-0.7636363636363637,Collaborative
602816,EEE,2013J,dualpane,1497,338,TMA,33.0,16.0,33.0,0,64.0,-52.0,M,London Region,A Level or Equivalent,30-40%,0-35,0.0,60.0,N,Fail,268.0,finished,didn't withdraw,12845.333333333334,0.0,3.764705882352941,0.6206467661691543,0.0,-1.2549019607843137,0.0,85.0,205525.33333333334,320.0,215.85180101171267,0.0,77.875,9.0,0.0,Offline Content
602818,FFF,2014B,dataplus,34044,6996,CMA,171.0,8.333333333333334,126.08333333333333,0,66.08333333333333,-131.0,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0.0,120.0,N,Fail,241.0,finished,didn't withdraw,28374.75,-44.916666666666664,41.84306742640076,0.9809820193637621,0.0,-0.5083333333333333,0.0,302.0,236456.25,4811.5,389.19420970401524,0.4166666666666667,7.8321678321678325,12.0,-0.006993006993006994,Interactive
602820,GGG,2013J,forumng,5928,1640,CMA,187.875,0.0,157.875,0,78.875,-34.0,F,London Region,A Level or Equivalent,20-30%,0-35,0.0,30.0,N,Pass,261.0,finished,didn't withdraw,5620.285714285715,-30.0,78.875,0.40558292282430214,0.0,-2.390151515151515,0.0,221.875,0.0,2284.625,121.00359552455508,0.7678571428571429,6.709090909090909,7.0,-0.7272727272727273,Collaborative
602826,BBB,2013J,forumng,6816,2032,CMA,92.5,7.875,93.25,0,85.125,-53.0,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,240.0,N,Fail,268.0,finished,didn't withdraw,15844.5,0.75,25.80921052631579,0.5298507462686567,0.0,-1.6370192307692308,0.0,145.5,124775.4375,2101.25,188.9743875474563,1.5625,11.297872340425533,6.0,-0.40425531914893614,Resource-Based
602827,EEE,2013J,forumng,10555,2300,TMA,76.37704918032787,18.459016393442624,77.90163934426229,0,83.73770491803279,-53.78688524590164,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0.0,60.0,N,Pass,268.344262295082,finished,didn't withdraw,16976.688524590165,1.5245901639344261,6.816475188153272,0.6454148296848381,0.0,-2.3886651053864165,0.0,130.1639344262295,417605.24590163934,2431.4590163934427,228.8830827601081,2.2459016393442623,12.066666666666666,10.0,0.4666666666666667,Collaborative
602830,EEE,2014J,forumng,6236,1588,TMA,99.5,25.0,98.5,0,90.25,-60.0,M,South Region,HE Qualification,30-40%,0-35,0.0,60.0,N,Distinction,269.0,finished,didn't withdraw,16805.25,-1.0,3.6779918864097363,0.7244423791821561,0.0,-1.5296610169491525,0.0,159.5,420131.25,1495.25,198.5017672790427,4.15625,20.64516129032258,8.0,-0.41935483870967744,Offline Content
602837,FFF,2013J,folder,57996,6084,CMA,176.5,8.333333333333334,129.66666666666666,0,88.33333333333333,-51.0,M,North Region,HE Qualification,10-20,0-35,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,35980.454545454544,-46.833333333333336,59.73053181386515,1.639416553595658,0.0,-1.7666666666666666,0.0,227.5,299837.1212121212,5910.666666666667,1084.1778625998418,1.2878787878787878,29.282442748091604,11.0,-0.16793893129770993,Collaborative
602854,FFF,2014B,dataplus,73080,23868,CMA,171.0,8.333333333333334,121.83333333333333,0,92.41666666666667,-75.0,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0.0,90.0,N,Pass,241.0,finished,didn't withdraw,209540.07692307694,-49.166666666666664,56.81896961063627,1.9438238110437278,0.0,-1.2488738738738738,0.0,246.0,1746167.3076923077,7259.0,671.105697022222,0.7884615384615384,12.135483870967741,13.0,0.012903225806451611,Interactive
602856,DDD,2013J,forumng,40682,11173,TMA,121.37662337662337,26.155844155844157,114.24675324675324,0,90.55844155844156,-64.63636363636364,F,East Anglian Region,HE Qualification,50-60%,0-35,0.0,60.0,N,Distinction,261.72727272727275,finished,didn't withdraw,165216.9220779221,-7.12987012987013,7.058159798162371,2.0217991070445884,0.0,-1.489278250485147,0.0,186.01298701298703,4682944.961038961,3525.285714285714,671.9613986874858,2.857142857142857,25.36842105263158,11.0,0.02631578947368421,Collaborative
602862,FFF,2014B,dataplus,64236,11520,CMA,171.0,8.333333333333334,114.5,0,81.25,-28.0,F,Scotland,HE Qualification,30-40%,0-35,0.0,60.0,N,Pass,241.0,finished,didn't withdraw,94722.61538461539,-56.5,48.63782051282051,1.7085860197893392,0.0,-3.0092592592592595,0.0,199.0,789355.1282051282,6377.083333333333,789.553518961958,0.7628205128205128,19.12258064516129,13.0,0.025806451612903222,Interactive
602865,BBB,2014J,forumng,10245,2940,TMA,107.2,20.0,105.8,0,52.6,-157.0,F,London Region,A Level or Equivalent,10-20,0-35,0.0,60.0,N,Pass,262.0,finished,didn't withdraw,28600.6,-1.4,2.797330447330447,0.7820610687022901,0.0,-0.3371794871794872,0.0,264.2,572012.0,1315.9,280.7938636750294,3.64,19.122448979591837,10.0,1.4489795918367347,Informational
602895,FFF,2013J,folder,22788,5112,CMA,176.5,8.333333333333334,177.16666666666666,0,63.083333333333336,-49.0,F,Scotland,HE Qualification,50-60%,0-35,0.0,90.0,N,Fail,268.0,finished,didn't withdraw,13343.9,0.6666666666666666,37.789529914529915,0.7085820895522389,0.0,-1.3142361111111112,0.0,225.5,111199.16666666667,3822.5833333333335,226.3894688289159,-0.5333333333333333,6.260504201680672,10.0,-0.06722689075630252,Collaborative
602898,BBB,2014B,forumng,131,62,TMA,12.0,5.0,16.0,0,49.0,-154.0,F,London Region,Lower Than A Level,50-60%,0-35,0.0,60.0,N,Withdrawn,234.0,unfinished,normal withdrawal,278.0,4.0,8.166666666666666,0.0933048433048433,0.0,-0.3202614379084967,0.0,166.0,1390.0,171.5,18.36754383870273,0.0,9.4,6.0,0.0,Offline Content
602902,CCC,2014B,forumng,28407,7688,TMA,122.85915492957747,20.422535211267604,120.77464788732394,0,84.20422535211267,-41.74647887323944,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0.0,90.0,N,Pass,250.85915492957747,finished,didn't withdraw,17214.232394366198,-2.084507042253521,6.917590923306957,0.7979638694474281,0.0,-2.4915306133039947,0.0,164.6056338028169,385388.0281690141,5839.971830985915,196.08893363246582,1.528169014084507,5.50354609929078,12.0,0.0,Interactive
602913,CCC,2014B,forumng,3984,1024,CMA,114.25,12.5,113.5,0,68.25,-25.0,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0.0,90.0,N,Pass,241.0,finished,didn't withdraw,2112.125,-0.75,6.809057971014493,0.25829875518672196,0.0,-2.84375,0.0,139.25,26401.5625,2204.625,98.50275961004164,2.671875,4.825396825396825,8.0,0.19047619047619047,Collaborative
602929,BBB,2014B,forumng,645,330,TMA,66.6,8.6,75.2,0,64.6,-128.0,F,South Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Fail,234.0,finished,didn't withdraw,334.42857142857144,8.6,17.54561403508772,0.07875457875457875,0.0,-0.5086614173228347,0.0,194.6,2876.0857142857144,1174.6,19.91789871135081,0.17142857142857143,1.7647058823529411,7.0,-0.9117647058823529,Informational
602943,BBB,2014J,glossary,4875,1815,TMA,107.2,20.0,105.0,0,87.2,-53.0,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1.0,60.0,N,Distinction,262.0,finished,didn't withdraw,13110.57142857143,-2.2,23.38831168831169,0.5316248636859324,1.0,-1.676923076923077,0.0,160.2,262211.4285714286,1578.4,135.44991942511044,5.485714285714286,12.117647058823529,7.0,-0.29411764705882354,Informational
602948,FFF,2013J,dataplus,41040,8736,CMA,176.5,8.333333333333334,128.66666666666666,0,82.58333333333333,-49.0,M,South Region,A Level or Equivalent,70-80%,35-55,0.0,90.0,N,Pass,268.0,finished,didn't withdraw,38498.42857142857,-47.833333333333336,49.920702754036085,0.9115138592750534,0.0,-1.7204861111111112,0.0,225.5,320820.2380952381,6983.166666666667,458.7600724845979,0.7440476190476191,9.77245508982036,14.0,0.01197604790419162,Interactive
602973,CCC,2014J,forumng,13696,4472,CMA,118.625,12.5,120.75,0,83.25,-101.0,F,Scotland,Lower Than A Level,20-30%,0-35,0.0,60.0,N,Pass,269.0,finished,didn't withdraw,24621.428571428572,2.125,9.123294082125604,0.9091874668082847,0.0,-0.8324999999999999,0.0,219.625,307767.85714285716,2357.0,253.3148136315656,3.3035714285714284,14.345454545454546,7.0,0.2545454545454545,Collaborative
602991,BBB,2014B,forumng,34731,8577,TMA,89.0,9.0,88.55555555555556,0,89.11111111111111,-107.0,F,North Western Region,A Level or Equivalent,80-90%,35-55,0.0,60.0,N,Pass,234.0,finished,didn't withdraw,231691.5,-0.4444444444444444,24.655945419103315,2.0614316239316235,0.0,-0.8406708595387841,0.0,196.0,2085223.5,3268.0,947.738277854102,1.4166666666666667,41.478873239436616,8.0,-0.18309859154929578,Collaborative
602994,FFF,2013J,dualpane,3693,1113,TMA,100.66666666666667,8.333333333333334,61.333333333333336,0,67.0,-32.0,M,London Region,A Level or Equivalent,10-20,0-35,0.0,120.0,N,Withdrawn,268.0,unfinished,late withdrawal,6739.5,-39.333333333333336,28.728395061728392,0.38277363184079605,0.0,-2.1612903225806455,0.0,132.66666666666666,56162.5,1247.1666666666667,137.557338693984,-1.5833333333333333,13.514285714285714,12.0,-0.6571428571428571,Offline Content
603012,BBB,2013J,forumng,6897,2431,TMA,120.18181818181819,9.090909090909092,120.72727272727273,0,85.0909090909091,-31.0,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,6960.428571428572,0.5454545454545454,23.23365231259968,0.3342217484008529,0.0,-2.8363636363636364,0.0,151.1818181818182,63276.62337662338,3327.818181818182,113.36671150825305,1.9610389610389611,4.4868421052631575,7.0,-0.2631578947368421,Collaborative
603030,FFF,2013J,forumng,318,142,TMA,33.0,12.5,33.0,0,58.0,-53.0,M,Wales,HE Qualification,80-90%,0-35,0.0,60.0,N,Fail,268.0,finished,didn't withdraw,293.625,0.0,4.296296296296296,0.07416044776119403,0.0,-1.1153846153846154,0.0,86.0,3670.3125,506.0,20.902551678363736,1.75,4.0,8.0,-3.466666666666667,Offline Content
603034,DDD,2013J,forumng,10542,4039,TMA,131.71428571428572,28.571428571428573,117.85714285714286,0,89.0,-42.0,M,South East Region,HE Qualification,70-80%,0-35,0.0,60.0,N,Pass,261.0,finished,didn't withdraw,24088.375,-13.857142857142858,4.953721498275954,0.7212643678160919,0.0,-2.1707317073170733,0.0,173.71428571428572,688239.2857142857,2555.214285714286,176.1122833979401,3.9285714285714284,8.909090909090908,8.0,-0.6181818181818182,Collaborative
603035,BBB,2013J,forumng,1243,583,TMA,120.18181818181819,9.090909090909092,120.9090909090909,0,74.81818181818181,-49.0,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,353.42857142857144,0.7272727272727273,21.77591706539075,0.06023454157782516,0.0,-1.5587121212121213,0.0,169.1818181818182,3212.987012987013,2941.2727272727275,24.141967327998884,1.9610389610389611,0.9473684210526315,7.0,-0.5263157894736842,Collaborative
603036,BBB,2013J,forumng,11726,4972,TMA,120.18181818181819,9.090909090909092,123.0909090909091,0,88.45454545454545,-53.0,F,Wales,HE Qualification,10-20,0-35,0.0,120.0,N,Pass,268.0,finished,didn't withdraw,13323.714285714286,2.909090909090909,24.20334928229665,0.5682302771855011,0.0,-1.701048951048951,0.0,173.1818181818182,121124.67532467532,3458.3636363636365,115.99669427490927,1.948051948051948,4.2894736842105265,7.0,-0.15789473684210525,Collaborative
